"","x"
"TUBB3",2
"CENPBD1",2
"MRM3",2
"CRK",2
"RILP",2
"CLUH",2
"CAMKK1",2
"MYBBP1A",2
"SPAG7",2
"NUP88",2
"C1QBP",2
"DHX33",2
"ASGR1",2
"DLG4",2
"ELP5",2
"EIF4A1",2
"CD68",2
"FXR2",2
"WRAP53",2
"TMEM88",2
"CTC1",2
"RANGRF",2
"NDEL1",2
"AC005747.1",2
"SCO1",2
"ADPRM",2
"TMEM220",2
"HS3ST3A1",2
"ADORA2B",2
"TTC19",2
"PIGL",2
"CENPV",2
"UBB",2
"TRPV2",2
"LRRC75A",2
"MPRIP",2
"PLD6",2
"COPS3",2
"GID4",2
"PRPSAP2",2
"FAM83G",2
"TMEM11",2
"MAP2K3",2
"NLK",2
"TMEM97",2
"RAB34",2
"RPL23A",2
"TLCD1",2
"PHF12",2
"GIT1",2
"EFCAB5",2
"NSRP1",2
"OMG",2
"EVI2B",2
"EVI2A",2
"UTP6",2
"RFFL",2
"NLE1",2
"SLFN5",2
"TAF15",2
"CCL3",2
"ZNHIT3",2
"PIGW",2
"MRM1",2
"MRPL45",2
"PCGF2",2
"RPL23",2
"RPL19",2
"NR1D1",2
"MSL1",2
"KRTAP1-5",2
"KRTAP1-1",2
"KRTAP2-3",2
"KRTAP2-4",2
"KRT15",2
"KAT2A",2
"HSD17B1",2
"MLX",2
"COA3",2
"RPL27",2
"NBR1",2
"ETV4",2
"MPP3",2
"NAGS",2
"SLC25A39",2
"GOSR2",2
"CDC27",2
"ITGB3",2
"MRPL10",2
"SKAP1",2
"ATP5MC1",2
"ITGA3",2
"MMD",2
"NOG",2
"DGKE",2
"DYNLL2",2
"PTRH2",2
"VMP1",2
"TANC2",2
"ERN1",2
"PECAM1",2
"MILR1",2
"POLG2",2
"DDX5",2
"SMURF2",2
"PSMD12",2
"PITPNC1",2
"NOL11",2
"SLC16A6",2
"WIPI1",2
"ABCA8",2
"CDC42EP4",2
"CD300C",2
"NAT9",2
"MRPL58",2
"SLC25A19",2
"UBALD2",2
"AC015802.6",2
"TMC6",2
"AFMID",2
"AC022966.1",2
"CANT1",2
"TEPSIN",2
"BAHCC1",2
"OXLD1",2
"CCDC137",2
"HGS",2
"GPS1",2
"DUS1L",2
"B3GNTL1",2
"YES1",2
"EPB41L3",2
"NDUFV2",2
"CIDEA",2
"PSMG2",2
"PTPN2",2
"CABLES1",2
"NPC1",2
"ZNF521",2
"TAF4B",2
"B4GALT6",2
"RNF138",2
"ZNF24",2
"RPRD1A",2
"PIK3C3",2
"SLC14A2",2
"PSTPIP2",2
"ST8SIA5",2
"SMAD7",2
"RPL17",2
"CXXC1",2
"MEX3C",2
"RAB27B",2
"TXNL1",2
"NEDD4L",2
"PMAIP1",2
"CDH20",2
"RNF152",2
"KDSR",2
"VPS4B",2
"SERPINB7",2
"SERPINB2",2
"SERPINB8",2
"CCDC102B",2
"SOCS6",2
"NETO1",2
"CNDP2",2
"ZADH2",2
"MBP",2
"RAD21L1",2
"SNPH",2
"SIRPD",2
"SIRPB1",2
"NOP56",2
"SLC4A11",2
"RNF24",2
"SMOX",2
"PRNP",2
"CHGB",2
"TRMT6",2
"FERMT1",2
"BMP2",2
"TMX4",2
"PLCB1",2
"SNAP25",2
"MKKS",2
"ISM1",2
"NDUFAF5",2
"SMIM26",2
"XRN2",2
"THBD",2
"GZF1",2
"CST3",2
"ENTPD6",2
"HM13",2
"ID1",2
"BCL2L1",2
"TPX2",2
"MYLK2",2
"PDRG1",2
"PLAGL2",2
"POFUT1",2
"MAPRE1",2
"CDK5RAP1",2
"CBFA2T2",2
"NECAB3",2
"ACTL10",2
"ZNF341",2
"RALY",2
"EIF2S2",2
"AHCY",2
"ITCH",2
"DYNLRB1",2
"PIGU",2
"NCOA6",2
"ACSS2",2
"GSS",2
"TRPC4AP",2
"EIF6",2
"UQCC1",2
"CEP250",2
"ERGIC3",2
"CPNE1",2
"NFS1",2
"ROMO1",2
"RBM39",2
"PHF20",2
"SCAND1",2
"RAB5IF",2
"RPN2",2
"CTNNBL1",2
"TTI1",2
"RPRD1B",2
"TGM2",2
"KIAA1755",2
"RALGAPB",2
"ACTR5",2
"DHX35",2
"TOP1",2
"PLCG1",2
"ZHX3",2
"SRSF6",2
"TOX2",2
"TTPAL",2
"SERINC3",2
"YWHAB",2
"TOMM34",2
"STK4",2
"PI3",2
"SYS1",2
"PIGT",2
"DNTTIP1",2
"UBE2C",2
"SNX21",2
"ACOT8",2
"ZSWIM3",2
"SPATA25",2
"CTSA",2
"ZNF335",2
"SLC12A5",2
"NCOA5",2
"ELMO2",2
"TP53RK",2
"ZMYND8",2
"PREX1",2
"ARFGEF2",2
"CSE1L",2
"STAU1",2
"DDX27",2
"SLC9A8",2
"SPATA2",2
"RNF114",2
"CEBPB",2
"ADNP",2
"DPM1",2
"MOCS3",2
"NFATC2",2
"PFDN4",2
"AURKA",2
"CSTF1",2
"RAE1",2
"RAB22A",2
"VAPB",2
"APCDD1L",2
"STX16",2
"NELFCD",2
"ATP5F1E",2
"PRELID3B",2
"FAM217B",2
"CDH4",2
"TAF4",2
"SS18L1",2
"MTG2",2
"OSBPL2",2
"ADRM1",2
"SLCO4A1",2
"MRGBP",2
"OGFR",2
"TCFL5",2
"HELZ2",2
"GMEB2",2
"STMN3",2
"RTEL1",2
"RTEL1-TNFRSF6B",2
"ZGPAT",2
"LIME1",2
"ABHD16B",2
"TPD52L2",2
"DNAJC5",2
"SAMD10",2
"PRPF6",2
"RGS19",2
"BSG",2
"POLRMT",2
"RNF126",2
"PTBP1",2
"ARID3A",2
"ATP5F1D",2
"FAM174C",2
"GAMT",2
"RPS15",2
"C19orf25",2
"REXO1",2
"KLF16",2
"ABHD17A",2
"ADAT3",2
"SGTA",2
"EEF2",2
"ZBTB7A",2
"MAP2K2",2
"SIRT6",2
"YJU2",2
"MYDGF",2
"DPP9",2
"PLIN3",2
"SAFB2",2
"MICOS13",2
"CLPP",2
"GTF2F1",2
"TNFSF14",2
"TRIP10",2
"XAB2",2
"MAP2K7",2
"TGFBR3L",2
"SNAPC2",2
"CD320",2
"RPS28",2
"KANK3",2
"ANGPTL4",2
"ZNF562",2
"EIF3G",2
"MRPL4",2
"RAVER1",2
"ICAM3",2
"QTRT1",2
"TMED1",2
"TMEM205",2
"PRKCSH",2
"ECSIT",2
"FARSA",2
"TRMT1",2
"NACC1",2
"IER2",2
"C19orf53",2
"DCAF15",2
"ADGRE5",2
"AKAP8",2
"KLF2",2
"CHERP",2
"SMIM7",2
"USE1",2
"UNC13A",2
"RPL18A",2
"MPV17L2",2
"PGPEP1",2
"ELL",2
"KXD1",2
"UBA52",2
"REX1BD",2
"CERS1",2
"HOMER3",2
"ARMC6",2
"SUGP1",2
"GATAD2A",2
"PDCD5",2
"PDCD2L",2
"ZNF30",2
"ZNF792",2
"SCN1B",2
"FXYD5",2
"LSR",2
"USF2",2
"CD22",2
"TMEM147",2
"PSENEN",2
"ZNF146",2
"ZNF850",2
"SIPA1L3",2
"DPF1",2
"SPINT2",2
"PSMD8",2
"GGN",2
"SPRED3",2
"NFKBIB",2
"MRPS12",2
"FBXO27",2
"PLEKHG2",2
"RPS16",2
"DLL3",2
"SERTAD1",2
"TGFB1",2
"DMAC2",2
"RPS19",2
"ARHGEF1",2
"ATP1A3",2
"GRIK5",2
"ZNF574",2
"POU2F2",2
"DEDD2",2
"ZNF526",2
"GSK3A",2
"PRR19",2
"ETHE1",2
"PINLYP",2
"ZNF576",2
"PLAUR",2
"KCNN4",2
"ZNF112",2
"TOMM40",2
"ERCC1",2
"FOSB",2
"RTN2",2
"QPCTL",2
"MYPOP",2
"DHX34",2
"EMP3",2
"GRWD1",2
"RPL18",2
"PPP1R15A",2
"CGB8",2
"RPL13A",2
"RPS11",2
"NOSIP",2
"PRR12",2
"PRMT1",2
"C19orf48",2
"ZNF175",2
"ZNF331",2
"CACNG8",2
"CACNG6",2
"PPP6R1",2
"IL11",2
"RPL28",2
"UBE2S",2
"ZNF865",2
"ZNF581",2
"ZNF787",2
"ZNF749",2
"ZNF550",2
"ZNF530",2
"ZNF587B",2
"RPS5",2
"TRIM28",2
"RIMBP3",2
"HIRA",2
"SERPIND1",2
"CRKL",2
"SDF2L1",2
"PPM1F",2
"CHCHD10",2
"GSTT2B",2
"PITPNB",2
"HSCB",2
"LIF",2
"SF3A1",2
"RNF215",2
"SEC14L2",2
"PES1",2
"MORC2",2
"SMTN",2
"PATZ1",2
"DRG1",2
"EIF4ENIF1",2
"PISD",2
"RTCB",2
"HMGXB4",2
"HMOX1",2
"EIF3D",2
"EIF3L",2
"MAFF",2
"CSNK1E",2
"TOMM22",2
"CBX7",2
"RPL3",2
"RPS19BP1",2
"RANGAP1",2
"PHF5A",2
"RRP7A",2
"TTLL12",2
"PNPLA5",2
"PHF21B",2
"CERK",2
"MAPK12",2
"LMF2",2
"FP565260.1",2
"SIK1B",2
"NRIP1",2
"CHODL",2
"NCAM2",2
"MRPL39",2
"CCT8",2
"BACH1",2
"SCAF4",2
"URB1",2
"EVA1C",2
"CFAP298",2
"IFNAR2",2
"IFNGR2",2
"GART",2
"RUNX1",2
"SETD4",2
"MORC3",2
"KCNJ15",2
"ERG",2
"B3GALT5",2
"DSCAM",2
"NDUFV3",2
"SIK1",2
"HSF2BP",2
"FAM207A",2
"ADARB1",2
"HES4",3
"INTS11",3
"TAS1R3",3
"ATAD3A",3
"TMEM240",3
"NADK",3
"TMEM52",3
"MORN1",3
"PRXL2B",3
"TP73",3
"LRRC47",3
"TMEM201",3
"RBP7",3
"DHRS3",3
"AGMAT",3
"FBLIM1",3
"SPEN",3
"ARHGEF19",3
"CROCC",3
"KDM1A",3
"HTR1D",3
"RPS6KA1",3
"SFN",3
"RCC1",3
"TRNAU1AP",3
"TMEM200B",3
"SERINC2",3
"FAM167B",3
"EPHA10",3
"INPP5B",3
"EXO5",3
"KCNQ4",3
"TOE1",3
"NASP",3
"ELAVL4",3
"LRRC42",3
"ACOT11",3
"DAB1",3
"RAVER2",3
"NEXN",3
"ADGRL4",3
"DDAH1",3
"CCN1",3
"RBMXL1",3
"ARHGAP29",3
"CNN3",3
"SLC25A24",3
"PRPF38B",3
"STRIP1",3
"RSBN1",3
"CHD1L",3
"ACP6",3
"S100A16",3
"GATAD2B",3
"DPM3",3
"IQGAP3",3
"BCAN",3
"NES",3
"VSIG8",3
"CCDC190",3
"UCK2",3
"RALGPS2",3
"KIAA1614",3
"GLUL",3
"AL136454.1",3
"INAVA",3
"SYT2",3
"SERTAD4",3
"KCNH1",3
"BATF3",3
"MARK1",3
"C1orf115",3
"MARC2",3
"MARC1",3
"C1orf35",3
"GJC2",3
"IBA57",3
"NUP133",3
"ABCB10",3
"B3GALNT2",3
"GNG4",3
"SMYD3",3
"SCCPDH",3
"ZNF496",3
"ALKAL2",3
"ASAP2",3
"TAF1B",3
"CYS1",3
"ATP6V1C2",3
"ROCK2",3
"SMC6",3
"RDH14",3
"TTC32",3
"PUM2",3
"ADCY3",3
"GAREM2",3
"KHK",3
"CGREF1",3
"PPM1G",3
"FNDC4",3
"SRSF7",3
"ARHGEF33",3
"KCNG3",3
"HAAO",3
"SIX2",3
"CALM2",3
"MSH6",3
"RPS27A",3
"FANCL",3
"LGALSL",3
"FBXO41",3
"MOB1A",3
"RTKN",3
"HTRA2",3
"VAMP5",3
"REEP1",3
"RPIA",3
"AC092835.1",3
"KCNIP3",3
"STARD7",3
"ITPRIPL1",3
"ARID5A",3
"CNNM3",3
"RPL31",3
"CCDC138",3
"SEPTIN10",3
"CCDC93",3
"PTPN18",3
"MZT2A",3
"TMEM163",3
"HNMT",3
"NXPH2",3
"KIF5C",3
"LYPD6",3
"RPRM",3
"PKP4",3
"KLHL23",3
"SP5",3
"METAP1D",3
"CDCA7",3
"ZNF385B",3
"PMS1",3
"C2orf88",3
"HIBCH",3
"NAB1",3
"FTCDNL1",3
"CLK1",3
"C2CD6",3
"FAM117B",3
"ACADL",3
"RPL37A",3
"AAMP",3
"CTDSP1",3
"CYP27A1",3
"NCL",3
"GBX2",3
"ILKAP",3
"ANKMY1",3
"STK25",3
"ING5",3
"LHFPL4",3
"CAND2",3
"NUP210",3
"WNT7A",3
"TMEM43",3
"CMTM6",3
"CNOT10",3
"CTDSPL",3
"OXSR1",3
"ACVR2B",3
"ZNF620",3
"SS18L2",3
"ABHD5",3
"EXOSC7",3
"CCDC12",3
"SMARCC1",3
"WDR6",3
"SLC38A3",3
"RASSF1",3
"DCAF1",3
"TEX264",3
"PPM1M",3
"BAP1",3
"CHDH",3
"IL17RB",3
"APPL1",3
"ASB14",3
"FLNB",3
"ITGB5",3
"SLC41A3",3
"MCM2",3
"ABTB1",3
"KBTBD12",3
"CNBP",3
"HMCES",3
"ALG1L2",3
"NUDT16",3
"RBP1",3
"RNF7",3
"PLS1",3
"B3GALNT1",3
"SLITRK3",3
"PIK3CA",3
"FXR1",3
"YEATS2",3
"MAGEF1",3
"CCDC50",3
"FGF12",3
"RNF168",3
"BDH1",3
"ZNF718",3
"PDE6B",3
"MYL5",3
"SLBP",3
"TNIP2",3
"EVC2",3
"BLOC1S4",3
"TADA2B",3
"DCAF16",3
"SLIT2",3
"PI4K2B",3
"KLF3",3
"WDR19",3
"UGDH",3
"PDS5A",3
"UCHL1",3
"CNGA1",3
"TXK",3
"CEP135",3
"HNRNPDL",3
"HSD17B11",3
"PYURF",3
"SLC39A8",3
"NFKB1",3
"PAPSS1",3
"CASP6",3
"GAR1",3
"TIFA",3
"NDST3",3
"OTUD4",3
"SMAD1",3
"LSM6",3
"TLR2",3
"RNF175",3
"PLRG1",3
"PDGFC",3
"GLRB",3
"CPE",3
"HMGB2",3
"GPM6A",3
"CDKN2AIP",3
"SNX25",3
"PDLIM3",3
"FAM149A",3
"CYP4V2",3
"CCDC127",3
"ANKH",3
"ADAMTS12",3
"WDR70",3
"FBXO4",3
"HCN1",3
"TRIM23",3
"OCLN",3
"ARHGEF28",3
"ANKRD31",3
"F2RL2",3
"F2R",3
"F2RL1",3
"CRHBP",3
"VCAN",3
"EDIL3",3
"CAMK4",3
"CDO1",3
"ARL14EPL",3
"PRR16",3
"LMNB1",3
"RAD50",3
"SOWAHA",3
"SHROOM1",3
"UBE2B",3
"PCBD2",3
"HNRNPA0",3
"KDM3B",3
"EIF4EBP3",3
"DIAPH1",3
"ARAP3",3
"FGF1",3
"DPYSL3",3
"ADRB2",3
"AFAP1L1",3
"SAP30L",3
"MAT2B",3
"SPDL1",3
"KCNIP1",3
"CREBRF",3
"GPRIN1",3
"GRK6",3
"N4BP3",3
"CLK4",3
"RUFY1",3
"RNF130",3
"GMDS",3
"MYLK4",3
"WRNIP1",3
"PSMG4",3
"PXDC1",3
"FAM50B",3
"C6orf52",3
"SMIM13",3
"NEDD9",3
"CD83",3
"GMPR",3
"NUP153",3
"DEK",3
"ZSCAN16",3
"ZBED9",3
"ZNRD1",3
"PSORS1C1",3
"NFKBIL1",3
"LTB",3
"ZBTB12",3
"FKBPL",3
"GPSM3",3
"NOTCH4",3
"HSD17B8",3
"NUDT3",3
"FGD2",3
"PIM1",3
"SRF",3
"DNPH1",3
"MRPL14",3
"SLC29A1",3
"ADGRF5",3
"MCM3",3
"PAQR8",3
"BAG2",3
"PRIM2",3
"COL12A1",3
"PM20D2",3
"FAXC",3
"NR2E1",3
"HDAC2",3
"CALHM5",3
"RWDD1",3
"LAMA2",3
"STX7",3
"PDE7B",3
"HEBP2",3
"HECA",3
"RAB32",3
"ZBTB2",3
"IPCEF1",3
"CNKSR3",3
"SNX9",3
"PRR18",3
"PHF10",3
"PSMG3",3
"BRAT1",3
"FOXK1",3
"C7orf26",3
"PHF14",3
"TWISTNB",3
"CDCA7L",3
"TOMM7",3
"NFE2L3",3
"CBX3",3
"SNX10",3
"NOD1",3
"KBTBD2",3
"RALA",3
"GLI3",3
"NUDCD3",3
"IGFBP1",3
"GUSB",3
"CLDN3",3
"CLDN4",3
"CASTOR2",3
"TMEM243",3
"RUNDC3B",3
"SRI",3
"TMEM130",3
"MCM7",3
"PVRIG",3
"GIGYF1",3
"EPHB4",3
"SLC12A9",3
"PMPCB",3
"LRRN3",3
"FOXP2",3
"CTTNBP2",3
"CPED1",3
"CADPS2",3
"SMKR1",3
"SLC13A4",3
"LRRC61",3
"KCNH2",3
"MNX1",3
"TBL1X",3
"CLCN4",3
"ARHGAP6",3
"PRPS2",3
"REPS2",3
"NHS",3
"MAP3K15",3
"ACOT9",3
"ARX",3
"DDX3X",3
"CFP",3
"FTSJ1",3
"OTUD5",3
"KLF8",3
"NONO",3
"TIMM8A",3
"ZBTB33",3
"DUSP9",3
"ARHGAP4",3
"NAA10",3
"RPL10",3
"UBL4A",3
"DKC1",3
"XKR5",3
"PDGFRL",3
"ATP6V1B2",3
"CCAR2",3
"CHMP7",3
"PNMA2",3
"WRN",3
"FUT10",3
"PLAT",3
"IKBKB",3
"SLC20A2",3
"SMIM19",3
"XKR4",3
"TGS1",3
"CCNE2",3
"RIMS2",3
"ANGPT1",3
"ZNF572",3
"CHRAC1",3
"AGO2",3
"TSNARE1",3
"THEM6",3
"LYNX1",3
"GSDMD",3
"NAPRT",3
"EEF1D",3
"TIGD5",3
"PUF60",3
"OPLAH",3
"MAF1",3
"BOP1",3
"FBXL6",3
"ADCK5",3
"LRRC14",3
"RLN2",3
"CD274",3
"DDX58",3
"BAG1",3
"ENHO",3
"FAM95C",3
"CNTNAP3",3
"CNTNAP3B",3
"FAM122A",3
"AUH",3
"PTCH1",3
"ZNF367",3
"PRXL2C",3
"XPA",3
"ANP32B",3
"PTPN3",3
"ZNF483",3
"SNX30",3
"COL27A1",3
"TLR4",3
"MEGF9",3
"PHF19",3
"PKN3",3
"SH3GLB2",3
"GBGT1",3
"WDR5",3
"RXRA",3
"PPP1R26",3
"EGFL7",3
"DIPK1B",3
"SAPCD2",3
"GRIN1",3
"LRRC26",3
"RNF224",3
"SLC34A3",3
"NRARP",3
"ZMYND19",3
"RIC8A",3
"IFITM1",3
"DEAF1",3
"TMEM80",3
"GATD1",3
"BRSK2",3
"MOB2",3
"CDKN1C",3
"APBB1",3
"ILK",3
"WEE1",3
"C11orf58",3
"NCR3LG1",3
"KCNJ11",3
"IGSF22",3
"FIBIN",3
"BDNF",3
"KIF18A",3
"FJX1",3
"C11orf96",3
"PRDM11",3
"SSRP1",3
"RTN4RL2",3
"SLC43A1",3
"TMEM109",3
"MTA2",3
"UBXN1",3
"C11orf95",3
"MACROD1",3
"PLCB3",3
"ESRRA",3
"ARL2",3
"SAC3D1",3
"VPS51",3
"FAU",3
"TIGD3",3
"SIPA1",3
"RNASEH2C",3
"CATSPER1",3
"GAL3ST3",3
"CTSF",3
"SPTBN2",3
"C11orf80",3
"NUDT8",3
"GAL",3
"FADD",3
"SHANK2",3
"RPS3",3
"INTS4",3
"NARS2",3
"ME3",3
"NOX4",3
"DEUP1",3
"VSTM5",3
"AMOTL1",3
"ARHGAP20",3
"IL18",3
"H2AX",3
"HINFP",3
"THY1",3
"VSIG2",3
"ETS1",3
"TMEM45B",3
"ZBTB44",3
"PRR26",3
"LARP4B",3
"KLF6",3
"NET1",3
"ASB13",3
"GDI2",3
"RBM17",3
"ECHDC3",3
"BEND7",3
"HSPA14",3
"SUV39H2",3
"NMT2",3
"MLLT10",3
"PRTFDC1",3
"MYO3A",3
"MKX",3
"SVIL",3
"HNRNPF",3
"STOX1",3
"PALD1",3
"PLAU",3
"C10orf55",3
"VCL",3
"COMTD1",3
"PLAC9",3
"IFIT2",3
"ANKRD1",3
"TBC1D12",3
"HELLS",3
"FRAT1",3
"FRAT2",3
"LOXL4",3
"CNNM1",3
"SFXN2",3
"SMC3",3
"ACSL5",3
"AFAP1L2",3
"MCMBP",3
"STK32C",3
"PAOX",3
"WNT5B",3
"CD9",3
"IFFO1",3
"ACRBP",3
"C12orf57",3
"PEX5",3
"PHC1",3
"GUCY2C",3
"SPX",3
"C2CD5",3
"SOX5",3
"FGFR1OP2",3
"FAR2",3
"DDX11",3
"GXYLT1",3
"ADAMTS20",3
"AMIGO2",3
"BCDIN3D",3
"ATF1",3
"NR4A1",3
"IGFBP6",3
"ZNF740",3
"HNRNPA1",3
"PMEL",3
"ZC3H10",3
"CTDSP2",3
"RASSF3",3
"YEATS4",3
"PTPRB",3
"TBC1D15",3
"ATXN7L3B",3
"PAWR",3
"LIN7A",3
"PPFIA2",3
"METTL25",3
"C12orf29",3
"NT5DC3",3
"APPL2",3
"C12orf75",3
"CRY1",3
"UNG",3
"TRPV4",3
"CFAP73",3
"RAB35",3
"P2RX7",3
"HIP1R",3
"RILPL2",3
"ZNF664",3
"BRI3BP",3
"POLE",3
"PXMP2",3
"ANKLE2",3
"ZNF26",3
"ZNF891",3
"MPHOSPH8",3
"IL17D",3
"ATP8A2",3
"PAN3",3
"N4BP2L1",3
"STARD13",3
"SUGT1",3
"DIAPH3",3
"PIBF1",3
"GPC5",3
"ABCC4",3
"TMTC4",3
"ANKRD10",3
"PCID2",3
"TFDP1",3
"GAS6",3
"APEX1",3
"SUPT16H",3
"AJUBA",3
"CDH24",3
"DHRS4",3
"KHNYN",3
"COCH",3
"FBXO33",3
"MIS18BP1",3
"RPS29",3
"ARF6",3
"FRMD6",3
"ATG14",3
"DACT1",3
"PCNX4",3
"PPM1A",3
"SNAPC1",3
"RIOX1",3
"ABCD4",3
"NPC2",3
"ISCA2",3
"PGF",3
"POMT2",3
"TMED8",3
"SNW1",3
"PTPN21",3
"EML5",3
"FOXN3",3
"TTC7B",3
"CCDC88C",3
"MOAP1",3
"SETD3",3
"KLC1",3
"COA8",3
"ZFYVE21",3
"SIVA1",3
"ZBTB42",3
"BRF1",3
"BTBD6",3
"TEDC1",3
"CYFIP1",3
"UBE3A",3
"HERC2",3
"NSMCE3",3
"ARHGAP11B",3
"MTMR10",3
"AVEN",3
"CCDC32",3
"DNAJC17",3
"ZFYVE19",3
"RTF1",3
"GANC",3
"SNAP23",3
"STARD9",3
"CCNDBP1",3
"ZSCAN29",3
"WDR76",3
"FRMD5",3
"EIF3J",3
"BLOC1S6",3
"DUT",3
"TMOD3",3
"MYO5C",3
"RSL24D1",3
"SNX1",3
"RBPMS2",3
"DIS3L",3
"GLCE",3
"RPLP1",3
"LOXL1",3
"RPP25",3
"IMP3",3
"MTHFS",3
"MRPL46",3
"KIF7",3
"CRTC3",3
"ADAMTS17",3
"LUC7L",3
"AXIN1",3
"RAB11FIP3",3
"ANTKMT",3
"TSR3",3
"TELO2",3
"CRAMP1",3
"MEIOB",3
"CASKIN1",3
"PRSS27",3
"PRSS33",3
"PKMYT1",3
"THOC6",3
"TFAP4",3
"ANKS3",3
"SEC14L5",3
"TMEM186",3
"CARHSP1",3
"NUBP1",3
"RMI2",3
"ABCC6",3
"RPS15A",3
"ITPRIPL2",3
"USP31",3
"SGF29",3
"YPEL3",3
"CD2BP2",3
"SEPTIN1",3
"DCTPP1",3
"BCL7C",3
"STX1B",3
"KAT8",3
"FUS",3
"HNRNPA1P48",3
"IRX3",3
"CPNE2",3
"CCDC102A",3
"BEAN1",3
"TK2",3
"CMTM1",3
"CMTM4",3
"PARD6A",3
"ESRP2",3
"PDF",3
"ZNF821",3
"SYCE1L",3
"WWOX",3
"FBXO31",3
"KLHDC4",3
"CYBA",3
"CDK10",3
"SPATA2L",3
"SPIRE2",3
"GAS8",3
"RPH3AL",3
"GEMIN4",3
"INPP5K",3
"SERPINF1",3
"SPNS3",3
"ZNF232",3
"SLC13A5",3
"DVL2",3
"CHRNB1",3
"ALOX12B",3
"PFAS",3
"CFAP52",3
"USP43",3
"ZSWIM7",3
"NT5M",3
"FLII",3
"ULK2",3
"ABHD15",3
"ADAP2",3
"CDK5R1",3
"RAD51D",3
"RASL10B",3
"TADA2A",3
"EPOP",3
"MLLT6",3
"SMARCE1",3
"GHDC",3
"STAT5B",3
"STAT5A",3
"TMEM101",3
"HDAC5",3
"UBTF",3
"FMNL1",3
"KANSL1",3
"SCRN2",3
"CALCOCO2",3
"ANKRD40",3
"UTP18",3
"C17orf67",3
"AKAP1",3
"MKS1",3
"TSPOAP1",3
"TBX2",3
"BRIP1",3
"MAP3K3",3
"LIMD2",3
"DDX42",3
"CEP95",3
"NT5C",3
"TSEN54",3
"SPHK1",3
"CYGB",3
"TK1",3
"CYTH1",3
"CBX2",3
"EIF4A3",3
"MRPL12",3
"CENPX",3
"RAC3",3
"CCDC57",3
"TYMS",3
"SMCHD1",3
"RALBP1",3
"GNAL",3
"SEH1L",3
"SNRPD1",3
"KCTD1",3
"SMAD4",3
"PHLPP1",3
"BCL2",3
"CBLN2",3
"TSHZ1",3
"ATP9B",3
"SLC66A2",3
"RBFA",3
"ANGPT4",3
"PCIF1",3
"SLC17A9",3
"TCEA2",3
"LKAAEAR1",3
"DAZAP1",3
"APC2",3
"MEX3D",3
"MBD3",3
"CSNK1G2",3
"PLEKHJ1",3
"LSM7",3
"TIMM13",3
"LMNB2",3
"THOP1",3
"TLE2",3
"GNA11",3
"SMIM24",3
"AC005551.1",3
"PLIN4",3
"SEMA6B",3
"UHRF1",3
"PTPRS",3
"SAFB",3
"PRR22",3
"DUS3L",3
"NDUFA11",3
"KHSRP",3
"INSR",3
"DNMT1",3
"KEAP1",3
"KRI1",3
"ILF3",3
"CNN1",3
"AC010422.3",3
"DHPS",3
"TRIR",3
"HOOK2",3
"LYL1",3
"C19orf57",3
"ASF1B",3
"DDX39A",3
"SYDE1",3
"ANKLE1",3
"ISYNA1",3
"RFXANK",3
"NR2C2AP",3
"CILP2",3
"CCNE1",3
"CEBPA",3
"KCTD15",3
"KIAA0355",3
"WTIP",3
"KCNK6",3
"FBL",3
"AXL",3
"EXOSC5",3
"ZNF428",3
"IGSF23",3
"CEACAM19",3
"BCAM",3
"APOC1",3
"ERCC2",3
"PPM1N",3
"FBXO46",3
"NPAS1",3
"NOP53",3
"ZSWIM9",3
"ZNF114",3
"FUZ",3
"CTU1",3
"TSEN34",3
"RPS9",3
"PPP1R12C",3
"TMEM190",3
"TMEM238",3
"ZNF324",3
"RPS4Y1",3
"ZFY",3
"PRKY",3
"TMEM121B",3
"ESS2",3
"GNB1L",3
"RTL10",3
"COMT",3
"DGCR8",3
"TRMT2A",3
"RANBP1",3
"SNAP29",3
"SLC7A4",3
"LRP5L",3
"EWSR1",3
"SEC14L6",3
"YWHAH",3
"TST",3
"MPST",3
"CARD10",3
"H1-0",3
"CBX6",3
"PDGFB",3
"SYNGR1",3
"PHETA2",3
"SMDT1",3
"TCF20",3
"RIBC2",3
"CBSL",3
"BTG3",3
"TIAM1",3
"PAXBP1",3
"SMIM11A",3
"CBR3",3
"RIPPLY3",3
"WDR4",3
"CBS",3
"LRRC3",3
"COL6A1",3
"ISG15",4
"VWA1",4
"GNB1",4
"PLCH2",4
"SMIM1",4
"KCNAB2",4
"CHD5",4
"VAMP3",4
"PER3",4
"ENO1",4
"GPR157",4
"FBXO6",4
"MTHFR",4
"PLOD1",4
"TNFRSF1B",4
"VPS13D",4
"CASP9",4
"DDI2",4
"FBXO42",4
"MFAP2",4
"EMC1",4
"CDC42",4
"ASAP3",4
"ID3",4
"FUCA1",4
"MYOM3",4
"STPG1",4
"STX12",4
"SDC3",4
"CCDC28B",4
"KIAA0319L",4
"SH3D21",4
"OSCP1",4
"PPT1",4
"RLF",4
"ZMPSTE24",4
"SMAP2",4
"RIMS3",4
"RIMKLA",4
"CCDC30",4
"P3H1",4
"SLC2A1",4
"SZT2",4
"ARTN",4
"CCDC24",4
"ARMH1",4
"IPP",4
"PIK3R3",4
"TSPAN1",4
"EFCAB14",4
"TAL1",4
"CMPK1",4
"RNF11",4
"TTC39A",4
"ZFYVE9",4
"SLC1A7",4
