"","MekDD_1_1","Aktmyr_1_2","ARPE19_1_3","RasV12_1_4","T53D4_1_5","MekDD_3_1","Aktmyr_3_2","ARPE19_3_3","RasV12_3_4","T53D4_3_5","RasV12_2_4","T53D4_2_5","MekDD_2_1","Aktmyr_2_2","ARPE19_2_3"
"AC022415.3",6.48194297434555,7.20623950097394,6.81555343069247,6.2134961944714,6.84095870201931,6.25298598917551,7.11670672868303,6.9152783629636,6.07363755591349,6.67925509290022,5.86666219794153,6.61876849509488,6.36815256321205,7.04618005117428,6.71834560890712
"ZNF563",6.26052386655141,6.74425782159643,6.52696791434492,5.96995340981735,6.26893795490273,6.2881639554425,6.79505188340865,6.6210307503462,6.32261612121812,6.19870449618732,6.23893881436562,6.46329069404332,6.26290079902633,6.7800644949547,6.48442910302857
"AC010422.3",11.512974454658,10.8686980504426,11.1676873314923,11.5821185843769,11.466660023999,11.5494172273625,10.9902751141116,11.1301007663663,11.2685192807712,11.2062676002462,11.7414383373263,11.5311124043314,11.9356381095104,11.4682248418744,11.5365718027572
"DHPS",5.22479799623014,4.92079972793837,4.98961306075232,5.21733984961198,5.08580314355604,5.12336333950543,4.7460206078539,4.91316453100937,5.17715289449535,4.90488137374339,4.79208955257854,4.85919064120253,5.09313061362273,4.86044007876439,4.86116567902794
"FBXW9",8.6028423947664,9.06889355998974,9.04202646636511,8.27003389267717,9.16277107379452,8.65311998694523,8.90697755482977,8.64889332733616,8.19371736505262,8.57076200715321,8.24697653375843,8.84362107183466,8.48079711530462,9.18267068196926,8.605230802691
"TRIR",12.6286276216272,11.9605437896435,12.1755134304606,12.6304084675166,12.5689062552952,12.5789587675499,12.2649672340089,12.2196094236285,12.3621396592763,12.3884797873777,12.4729571323539,12.3745976014399,12.4969257053834,12.0875620000981,12.2141230847601
"HOOK2",9.55692338231461,9.30779442307716,9.49911853893148,8.94089306137009,9.73378694949778,9.843293532285,9.22978616198411,9.39608400632176,9.5430826295221,9.77660873238063,9.26674624210802,9.65609369904057,9.77837454398285,9.37590775507924,9.63301523885893
"DNASE2",10.6537636233361,11.4086585513058,10.9842672789717,10.6226789508332,10.8527236500885,10.8408127953869,11.0055755386855,10.7476309038187,11.1709149309082,10.8690016812628,10.952397070444,11.0565222536047,10.7959265273293,11.3490448795066,10.7600619153655
"FARSA",11.5457048474887,10.9643756486385,11.433024414124,11.6132475031276,11.7542517115273,11.4539867032137,11.2865764650198,11.5457192527008,11.6321096073108,11.6506059295451,11.7143596695939,11.5445744567402,11.5285708734411,11.3263465047817,11.5110778635968
"CALR",14.9631265844079,15.9984761911324,15.4335536762024,14.9250760448619,15.3707793352715,15.0199186068626,15.6042040741848,15.3428779367687,15.4875748881578,15.2379533670071,14.8798660837733,14.9274403489463,14.5738095835416,15.3184104199702,15.4824475855079
"RAD23A",11.9444948273401,11.5971889951417,11.5577918684817,12.0895694018433,11.9768363459757,11.5989061313266,11.5392347005865,11.4418153725713,11.7239592969636,11.6814139205528,12.1665161143504,11.8094457657628,11.8349945211204,11.7629064959633,11.5264901597896
"GADD45GIP1",11.2929363444151,10.903319677964,10.985999274124,11.4294250914323,11.2383120508616,11.3071431461564,11.2671709427571,11.2321892019679,11.2776593217629,11.2687441954292,11.3846903348665,11.0155600527739,11.1181091094803,11.04429945892,10.9915591946572
"DAND5",2.5380402311325,3.25414441012975,2.62501856722802,2.58578334098861,2.61244417425349,2.84451378319873,2.98614272049802,2.59954753687693,2.60723361436794,2.65580324730378,2.57413191618938,2.67560561292149,2.52562553893794,2.98210517139627,2.60867321442196
